"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-04 ~ 2026-04-03"
"실거래구분 : 아파트(매매)"
"주소구분 : 도로명주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"도로명 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"2219","서울특별시 강남구 삼성동","188","0188","0000","삼성동센트럴아이파크","84.9900","202506","24","387,000","303","6","개인","법인","2018","삼성로 629","-","중개거래","서울 강남구","25.09.30"
"2220","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","84.2360","202506","24","348,000","1단지 113","11","개인","개인","2008","학동로68길 29","-","중개거래","서울 강남구","25.10.10"
"2221","서울특별시 강남구 수서동","746","0746","0000","까치마을","49.5000","202506","24","159,000","1007","14","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.08.13"
"2222","서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","39.1300","202506","24","35,000","-","7","개인","개인","2002","언주로 427","-","중개거래","서울 서초구","25.09.01"
"2223","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","59.9751","202506","24","293,000","427","21","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.08.11"
"2224","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","49.9200","202506","24","230,000","102","9","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.10.17"
"2225","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","84.9800","202506","24","438,000","106","19","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.08.28"
"2226","서울특별시 강남구 압구정동","426","0426","0000","신현대9차","108.8800","202506","24","690,000","-","11","개인","개인","1982","압구정로 151","20250722","중개거래","서울 강남구","-"
"2227","서울특별시 강남구 수서동","746","0746","0000","까치마을","49.5000","202506","23","142,500","1001","9","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.08.07"
"2228","서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","92.6232","202506","23","321,000","104","11","개인","개인","2014","테헤란로52길 16","-","중개거래","서울 강남구","25.08.13"
"2229","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","49.6390","202506","23","270,000","-","32","개인","개인","2011","영동대로138길 12","20250828","중개거래","서울 강남구","-"
"2230","서울특별시 강남구 청담동","35-47","0035","0047","한신오페라하우스","84.8900","202506","23","215,000","101","3","개인","개인","2003","삼성로135길 47","-","중개거래","서울 강남구","25.09.10"
"2231","서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차(101동)","84.5700","202506","23","203,000","101","15","개인","개인","1997","삼성로133길 20","-","중개거래","서울 강남구","25.10.15"
"2232","서울특별시 강남구 청담동","134-38","0134","0038","청담자이","49.6390","202506","23","270,000","102","32","개인","개인","2011","영동대로138길 12","-","중개거래","서울 강남구","25.11.03"
"2233","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","84.2360","202506","23","329,000","2단지 206","6","개인","개인","2008","삼성로111길 8","-","중개거래","서울 강남구","25.09.29"
"2234","서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","174.6700","202506","23","615,000","에이","29","개인","개인","2002","언주로30길 56","-","중개거래","서울 강남구","25.09.10"
"2235","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4800","202506","23","505,500","110","22","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.11.28"
"2236","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","160.7600","202506","23","600,000","8","6","개인","개인","1985","삼성로 151","-","중개거래","서울 강남구","25.11.28"
"2237","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.3300","202506","23","495,000","206","8","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","26.01.30"
"2238","서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","196.7000","202506","23","1,030,000","79","7","개인","개인","1978","압구정로 201","-","중개거래","서울 강남구","25.10.31"
"2239","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","99.9190","202506","23","373,000","-","25","개인","개인","2019","선릉로 8","20250709","중개거래","서울 강남구","-"
"2240","서울특별시 강남구 개포동","179","0179","0000","우성8","79.6100","202506","23","257,000","-","4","개인","개인","1987","개포로 411","20250626","중개거래","서울 강남구","-"
"2241","서울특별시 강남구 개포동","649","0649","0000","경남1","123.2800","202506","23","380,000","2","10","개인","개인","1984","언주로 110","-","중개거래","서울 강남구","25.10.27"
"2242","서울특별시 강남구 개포동","176-2","0176","0002","대치푸르지오발라드","40.9659","202506","23","106,896","1동","9","개인","개인","2024","개포로 407","-","직거래","-","25.07.01"
"2243","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","84.8300","202506","23","318,000","115","31","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.10.10"
"2244","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","84.5978","202506","23","375,000","409","16","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.09.30"
"2245","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.9800","202506","23","280,000","505","3","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.09.12"
"2246","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","84.5978","202506","23","382,000","429","8","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.07.23"
"2247","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","99.9190","202506","23","373,000","-","25","개인","개인","2019","선릉로 8","20250715","중개거래","서울 강남구","-"
"2248","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","99.9190","202506","23","373,000","211","25","개인","개인","2019","선릉로 8","-","중개거래","서울 강남구","25.08.27"
"2249","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","84.9200","202506","23","250,000","5","3","개인","개인","1986","언주로146길 18","-","중개거래","서울 강남구","25.09.03"
"2250","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","84.9900","202506","23","165,000","415","6","개인","개인","2014","자곡로 260","-","중개거래","서울 강남구","25.09.08"
"2251","서울특별시 강남구 논현동","258","0258","0000","두산위브2단지","68.4840","202506","23","153,000","201","3","개인","개인","2004","언주로122길 25","-","중개거래","서울 강남구","25.07.04"
"2252","서울특별시 강남구 압구정동","433","0433","0000","신현대11차","183.4100","202506","23","1,125,000","108","7","개인","개인","1983","압구정로 151","-","중개거래","서울 강남구","25.10.20"
"2253","서울특별시 강남구 자곡동","686","0686","0000","강남한양수자인(4단지)","84.9900","202506","23","165,000","-","6","개인","개인","2014","자곡로 260","20250722","중개거래","서울 강남구","-"
"2254","서울특별시 강남구 자곡동","602","0602","0000","강남자곡아이파크","84.9200","202506","23","176,000","705","9","개인","법인","2014","자곡로 175","-","중개거래","서울 강남구","25.09.26"
"2255","서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","59.7400","202506","23","160,000","101","5","개인","개인","2014","광평로34길 55","-","중개거래","서울 강남구","25.10.13"
"2256","서울특별시 강남구 수서동","746","0746","0000","까치마을","39.6000","202506","23","110,000","1002","15","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.08.14"
"2257","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","74.6600","202506","22","289,000","-","19","개인","개인","2020","개포로 264","20251023","중개거래","서울 강남구","-"
"2258","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","59.6060","202506","22","270,000","102","20","개인","개인","2005","선릉로69길 20","-","중개거래","서울 강남구","25.08.26"
"2259","서울특별시 강남구 대치동","1030","1030","0000","대치르엘","84.8067","202506","22","360,000","106","9","개인","개인","2021","도곡로93길 23","-","중개거래","서울 강남구","25.10.20"
"2260","서울특별시 강남구 대치동","902","0902","0000","포스코더샵","139.5400","202506","22","343,000","103","6","개인","개인","2004","삼성로 417","-","중개거래","서울 강남구","25.08.29"
"2261","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","74.6600","202506","22","289,000","116","19","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.10.23"
"2262","서울특별시 강남구 수서동","746","0746","0000","까치마을","39.6000","202506","22","120,000","1002","12","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.09.19"
"2263","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","39.5300","202506","21","136,000","211","12","개인","개인","1992","개포로109길 9","-","중개거래","서울 강남구, 서울 송파구","25.09.01"
"2264","서울특별시 강남구 개포동","654","0654","0000","현대2","84.8100","202506","21","300,000","210","2","개인","개인","1986","언주로 107","-","중개거래","서울 강남구","25.09.22"
"2265","서울특별시 강남구 도곡동","967","0967","0000","경남","84.9400","202506","21","195,000","-","1","개인","개인","2005","논현로 209","20250704","중개거래","서울 강남구","-"
"2266","서울특별시 강남구 삼성동","14-1","0014","0001","삼성동중앙하이츠빌리지","59.9800","202506","21","240,000","-","13","개인","개인","2004","학동로68길 30","20250701","중개거래","서울 강남구","-"
"2267","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","114.3400","202506","21","217,000","104","10","개인","개인","1997","강남대로146길 28","-","중개거래","서울 강남구","25.07.31"
"2268","서울특별시 강남구 논현동","105-4","0105","0004","한진로즈힐","84.9400","202506","21","168,000","102","8","개인","개인","2004","도산대로46길 21","-","중개거래","서울 강남구","25.09.15"
"2269","서울특별시 강남구 논현동","105","0105","0000","동현아파트1~6","84.9200","202506","21","250,000","6","10","개인","개인","1986","언주로146길 18","-","중개거래","서울 강남구","25.09.29"
"2270","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","121.5400","202506","21","365,000","101","30","개인","개인","2010","도곡로43길 21","-","중개거래","서울 강남구","25.09.29"
"2271","서울특별시 강남구 수서동","736","0736","0000","신동아","49.9600","202506","21","139,500","708","2","개인","개인","1992","광평로47길 17","-","중개거래","서울 강남구","25.08.29"
"2272","서울특별시 강남구 삼성동","14-1","0014","0001","삼성동중앙하이츠빌리지","59.9800","202506","21","240,000","104","13","개인","개인","2004","학동로68길 30","-","중개거래","서울 강남구","25.09.17"
"2273","서울특별시 강남구 삼성동","64-5","0064","0005","아델하우스","206.1000","202506","21","472,000","1","4","개인","개인","2008","학동로82길 29","-","중개거래","서울 강남구","25.09.15"
"2274","서울특별시 강남구 삼성동","3-3","0003","0003","석탑아파트101동","84.6000","202506","21","225,000","101","14","개인","개인","1996","학동로 412","-","중개거래","서울 강남구","25.09.15"
"2275","서울특별시 강남구 세곡동","533","0533","0000","세곡푸르지오","59.8600","202506","21","135,000","213","9","개인","개인","2012","자곡로 21","-","중개거래","서울 강남구","25.09.10"
"2276","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202506","21","540,000","13","5","개인","개인","1984","선릉로 120","-","중개거래","서울 강남구","25.09.23"
"2277","서울특별시 강남구 대치동","938-16","0938","0016","삼환SOGOOD","84.9300","202506","21","190,000","-","15","개인","개인","2006","도곡로 413","-","중개거래","서울 강남구","25.07.31"
"2278","서울특별시 강남구 대치동","500","0500","0000","개포우성2","127.7800","202506","21","540,000","-","5","개인","개인","1984","선릉로 120","20250714","중개거래","서울 강남구","-"
"2279","서울특별시 강남구 도곡동","933","0933","0000","도곡쌍용예가","66.0000","202506","21","214,000","103","11","개인","개인","1978","남부순환로363길 30","-","중개거래","서울 강남구","25.08.13"
"2280","서울특별시 강남구 도곡동","967","0967","0000","경남","59.7600","202506","21","187,000","104","20","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","25.09.19"
"2281","서울특별시 강남구 도곡동","551-28","0551","0028","롯데캐슬모닝","84.9100","202506","21","213,000","101","10","개인","개인","2003","도곡로14길 12","-","중개거래","서울 강남구","25.09.19"
"2282","서울특별시 강남구 도곡동","967","0967","0000","경남","84.9400","202506","21","195,000","101","1","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","25.09.29"
"2283","서울특별시 강남구 도곡동","467-7","0467","0007","아카데미스위트1","83.0000","202506","21","205,000","에이","23","개인","개인","2004","언주로30길 21","-","중개거래","서울 강남구","25.10.31"
"2284","서울특별시 강남구 도곡동","967","0967","0000","경남","59.7600","202506","21","187,000","-","20","개인","개인","2005","논현로 209","20250704","중개거래","서울 강남구","-"
"2285","서울특별시 강남구 수서동","736","0736","0000","신동아","39.5100","202506","21","118,500","707","1","개인","개인","1992","광평로47길 17","-","중개거래","경기 과천시, 서울 강남구","25.08.29"
"2286","서울특별시 강남구 수서동","736","0736","0000","신동아","33.1800","202506","21","109,000","703","9","개인","개인","1992","광평로47길 17","-","중개거래","서울 강남구","25.09.10"
"2287","서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","144.7000","202506","21","770,000","87","7","개인","개인","1978","압구정로 201","-","중개거래","서울 강남구","25.10.31"
"2288","서울특별시 강남구 압구정동","456","0456","0000","현대6차(78~81,83,84,86,87동)","144.2000","202506","21","650,000","83","14","개인","개인","1978","압구정로 201","-","중개거래","서울 강남구, 서울 중구","25.11.28"
"2289","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","21","530,000","-","5","개인","개인","1980","압구정로 313","20250811","중개거래","서울 강남구","-"
"2290","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","21","530,000","61","5","개인","개인","1980","압구정로 313","-","중개거래","서울 강남구","25.08.29"
"2291","서울특별시 강남구 수서동","736","0736","0000","신동아","33.1800","202506","21","109,000","-","9","개인","개인","1992","광평로47길 17","20250624","중개거래","서울 강남구","-"
"2292","서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차(101동)","84.5700","202506","21","204,000","101","1","개인","개인","1997","삼성로133길 20","-","중개거래","서울 강남구","25.09.12"
"2293","서울특별시 강남구 개포동","651-1","0651","0001","개포더샵트리에","105.8064","202506","21","289,000","901","7","개인","개인","2021","개포로 311","-","중개거래","서울 강남구","25.10.30"
"2294","서울특별시 강남구 개포동","1280","1280","0000","래미안블레스티지","84.9430","202506","21","334,000","221","18","개인","개인","2019","선릉로 8","-","중개거래","서울 강남구","25.10.13"
"2295","서울특별시 강남구 개포동","179","0179","0000","우성8","79.6100","202506","21","257,000","802","4","개인","개인","1987","개포로 411","-","중개거래","서울 강남구","25.10.10"
"2296","서울특별시 강남구 개포동","177","0177","0000","현대아파트3","163.8500","202506","21","410,000","3","8","개인","개인","1986","개포로 409","-","중개거래","서울 강남구","25.08.28"
"2297","서울특별시 강남구 자곡동","619","0619","0000","강남자곡 힐스테이트","84.3900","202506","20","131,000","502","15","개인","개인","2015","자곡로3길 21","-","중개거래","서울 강남구","25.09.15"
"2298","서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","59.7600","202506","20","180,000","107","12","개인","개인","1994","일원로14길 25","-","중개거래","서울 강남구","25.08.28"
"2299","서울특별시 강남구 압구정동","447","0447","0000","현대14차(203,204,205,206동)","84.9400","202506","20","620,000","-","10","개인","개인","1987","압구정로29길 57","20250701","중개거래","서울 강남구","-"
"2300","서울특별시 강남구 압구정동","447","0447","0000","현대14차(203,204,205,206동)","84.9400","202506","20","620,000","205","10","개인","개인","1987","압구정로29길 57","-","중개거래","서울 강남구","25.09.09"
"2301","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","20","618,000","61","9","개인","개인","1980","압구정로 313","-","중개거래","서울 강남구","25.09.30"
"2302","서울특별시 강남구 수서동","712","0712","0000","수서한아름","97.6300","202506","20","231,000","103","7","개인","개인","1993","광평로51길 22","-","중개거래","서울 송파구","25.08.13"
"2303","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","84.8600","202506","20","308,500","120","8","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.09.05"
"2304","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.9800","202506","20","300,000","505","11","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.08.04"
"2305","서울특별시 강남구 개포동","653","0653","0000","현대1차101동~106동","177.1900","202506","20","430,000","103","3","개인","개인","1984","개포로 303","-","중개거래","서울 강남구","25.09.17"
"2306","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.2500","202506","20","363,000","501","8","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.09.12"
"2307","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","78.7747","202506","20","360,000","420","12","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.11.28"
"2308","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.9800","202506","20","280,000","-","3","개인","개인","1983","삼성로4길 17","20250825","중개거래","서울 강남구","-"
"2309","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","74.2500","202506","20","342,000","501","12","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.08.21"
"2310","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","78.7747","202506","20","350,000","403","5","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.08.26"
"2311","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","33.1800","202506","20","109,800","214","3","개인","개인","1992","개포로109길 9","-","중개거래","서울 강남구","25.10.02"
"2312","서울특별시 강남구 개포동","1281","1281","0000","디에이치아너힐즈","106.9877","202506","20","505,000","320","16","개인","개인","2019","삼성로 11","-","중개거래","서울 강남구","25.06.25"
"2313","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","53.9800","202506","20","300,000","-","11","개인","개인","1983","삼성로4길 17","20250626","중개거래","서울 강남구","-"
"2314","서울특별시 강남구 대치동","506","0506","0000","선경2차(8동-12동)","160.7600","202506","20","600,000","-","6","개인","개인","1985","삼성로 151","20250623","중개거래","서울 강남구","-"
"2315","서울특별시 강남구 대치동","985","0985","0000","래미안대치하이스턴","110.3900","202506","20","350,000","206","7","개인","개인","1989","도곡로93길 12","-","중개거래","서울 강남구, 서울 서초구","25.10.29"
"2316","서울특별시 강남구 대치동","65","0065","0000","쌍용대치2","84.4900","202506","20","360,000","9","3","개인","개인","1983","영동대로 220","-","중개거래","서울 강남구","25.10.13"
"2317","서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","190.4700","202506","20","700,000","207","9","개인","개인","1985","삼성로 150","-","중개거래","서울 강남구","25.10.13"
"2318","서울특별시 강남구 도곡동","467-24","0467","0024","우성캐릭터199","164.9700","202506","20","325,000","2","31","개인","개인","1998","언주로 118","-","중개거래","서울 강남구, 서울 용산구","25.08.29"
"2319","서울특별시 강남구 도곡동","967","0967","0000","경남","84.9400","202506","20","237,000","102","15","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","25.08.12"
"2320","서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","92.8000","202506","20","268,000","이","20","개인","개인","2003","언주로30길 57","-","중개거래","서울 강남구","25.12.01"
"2321","서울특별시 강남구 도곡동","543-7","0543","0007","도곡1차아이파크","84.1220","202506","20","249,000","101","3","개인","개인","2007","도곡로28길 8","-","중개거래","서울 강남구","25.08.27"
"2322","서울특별시 강남구 역삼동","762-3","0762","0003","래미안그레이튼(진달래2차)","84.8700","202506","20","330,000","104","8","개인","개인","2011","도곡로 306","-","중개거래","서울 강남구","25.08.29"
"2323","서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","59.6060","202506","20","266,000","104","11","개인","개인","2005","선릉로69길 20","-","중개거래","서울 강남구","25.08.28"
"2324","서울특별시 강남구 자곡동","687","0687","0000","래미안포레","84.8900","202506","20","170,000","315","5","개인","개인","2014","밤고개로21길 25","-","중개거래","서울 강남구","25.08.08"
"2325","서울특별시 강남구 삼성동","50","0050","0000","현대힐스테이트2단지","84.2360","202506","19","330,000","2단지 210","18","개인","개인","2008","삼성로111길 8","-","중개거래","서울 강남구","25.09.19"
"2326","서울특별시 강남구 압구정동","481","0481","0000","현대8차(성수현대:91~95동)","163.6700","202506","19","750,000","93","7","개인","개인","1980","압구정로 309","-","중개거래","서울 강남구, 서울 동대문구","25.09.30"
"2327","서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","161.1900","202506","19","760,000","22","10","개인","개인","1976","압구정로29길 71","-","중개거래","서울 강남구","25.09.17"
"2328","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","84.8300","202506","19","318,500","114","7","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.09.08"
"2329","서울특별시 강남구 개포동","179","0179","0000","우성8","78.9300","202506","19","240,000","801","8","개인","개인","1987","개포로 411","-","중개거래","서울 강남구","25.07.31"
"2330","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","19","618,000","-","9","개인","개인","1980","압구정로 313","20250703","중개거래","서울 강남구","-"
"2331","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","59.9200","202506","19","255,000","129","19","개인","개인","2020","개포로 264","-","중개거래","서울 강남구","25.10.10"
"2332","서울특별시 강남구 삼성동","17","0017","0000","삼성동롯데아파트","91.7700","202506","19","267,000","102","10","개인","개인","2000","학동로 432","-","중개거래","서울 강남구","25.08.08"
"2333","서울특별시 강남구 압구정동","484","0484","0000","한양6","106.7100","202506","19","618,000","-","9","개인","개인","1980","압구정로 313","20250708","중개거래","서울 강남구","-"
"2334","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.0200","202506","19","333,000","609","5","개인","개인","1983","개포로 516","-","중개거래","서울 강남구","25.08.29"
"2335","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","-","1","개인","개인","2000","도곡로78길 22","20250812","중개거래","서울 강남구","-"
"2336","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","119.8906","202506","19","417,000","407","9","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.11.28"
"2337","서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","63.8700","202506","19","518,000","2","6","개인","개인","1977","압구정로 321","-","중개거래","서울 강남구","25.08.18"
"2338","서울특별시 강남구 대치동","1027","1027","0000","래미안대치팰리스","94.4900","202506","19","530,000","109","32","개인","개인","2015","삼성로51길 37","-","중개거래","서울 강남구","25.10.14"
"2339","서울특별시 강남구 대치동","1014-3","1014","0003","대치삼성","84.5800","202506","19","307,000","107","1","개인","개인","2000","도곡로78길 22","-","중개거래","서울 강남구","25.09.30"
"2340","서울특별시 강남구 개포동","654","0654","0000","현대2","165.0800","202506","18","392,500","-","2","개인","개인","1986","언주로 107","20250710","중개거래","서울 강남구","-"
"2341","서울특별시 강남구 역삼동","644-6","0644","0006","로얄빌리지","79.6200","202506","18","120,000","가","5","개인","개인","2002","테헤란로21길 18","-","중개거래","서울 강남구","25.08.14"
"2342","서울특별시 강남구 수서동","712","0712","0000","수서한아름","129.4500","202506","18","245,000","102","11","개인","개인","1993","광평로51길 22","-","중개거래","서울 강남구","25.09.15"
"2343","서울특별시 강남구 일원동","743","0743","0000","디에이치자이개포","132.9200","202506","18","530,000","801동","7","개인","개인","2021","영동대로 22","-","중개거래","서울 강남구","25.07.31"
"2344","서울특별시 강남구 삼성동","87","0087","0000","아이파크","175.0520","202506","18","750,000","이스트윙","30","개인","개인","2004","영동대로 640","-","중개거래","서울 강남구","25.07.24"
"2345","서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","84.2360","202506","18","314,000","1단지 105","3","개인","개인","2008","학동로68길 29","-","중개거래","서울 강남구","25.09.22"
"2346","서울특별시 강남구 삼성동","98-11","0098","0011","삼부아그레빌","84.7550","202506","18","200,000","-","4","개인","개인","2003","영동대로114길 63","-","중개거래","서울 강남구, 서울 광진구","25.10.31"
"2347","서울특별시 강남구 수서동","799","0799","0000","강남 더샵 포레스트","146.7139","202506","18","317,000","209동","2","개인","개인","2016","광평로34길 35","-","중개거래","서울 강남구","25.09.26"
"2348","서울특별시 강남구 개포동","654","0654","0000","현대2","165.0800","202506","18","392,500","205","2","개인","개인","1986","언주로 107","-","중개거래","서울 강남구","25.08.26"
"2349","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","59.9818","202506","18","290,500","101","23","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.10.22"
"2350","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","120.8233","202506","18","400,000","408","14","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.10.29"
"2351","서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","164.9700","202506","18","468,000","비","30","개인","개인","2002","언주로30길 56","-","중개거래","서울 강남구","25.10.31"
"2352","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","114.9700","202506","18","448,000","109","10","개인","개인","2008","선릉로 222","-","중개거래","서울 강남구","25.10.30"
"2353","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","49.8600","202506","17","163,000","219","9","개인","개인","1992","개포로109길 9","-","중개거래","서울 강남구","25.08.22"
"2354","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","59.9125","202506","17","290,000","402","9","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.09.30"
"2355","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","83.2100","202506","17","340,000","608","6","개인","개인","1983","개포로 516","-","중개거래","서울 강남구","25.07.21"
"2356","서울특별시 강남구 개포동","1284","1284","0000","개포자이프레지던스","84.5978","202506","17","371,000","408","11","개인","개인","2023","삼성로 14","-","중개거래","서울 강남구","25.08.29"
"2357","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","74.6600","202506","17","290,000","-","7","개인","법인","2020","개포로 264","20250715","중개거래","서울 강남구","-"
"2358","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","83.1700","202506","17","350,000","503","8","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.09.15"
"2359","서울특별시 강남구 개포동","187","0187","0000","개포주공5단지","61.1900","202506","17","346,500","505","8","개인","개인","1983","삼성로4길 17","-","중개거래","서울 강남구","25.08.12"
"2360","서울특별시 강남구 개포동","12","0012","0000","성원대치2단지아파트","33.1800","202506","17","110,500","215","13","개인","개인","1992","개포로109길 9","-","중개거래","서울 강남구","25.08.18"
"2361","서울특별시 강남구 대치동","316","0316","0000","은마","84.4300","202506","17","378,000","-","14","개인","개인","1980","삼성로 212","20251030","중개거래","서울 강남구","-"
"2362","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4823","202506","17","430,000","-","3","개인","개인","2017","삼성로51길 25","20250624","중개거래","서울 강남구","-"
"2363","서울특별시 강남구 대치동","1029","1029","0000","대치SKVIEW","93.4823","202506","17","430,000","103","3","개인","개인","2017","삼성로51길 25","-","중개거래","서울 강남구","25.09.26"
"2364","서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.5300","202506","17","257,000","112","6","개인","개인","2005","선릉로69길 19","-","중개거래","서울 강남구","25.09.22"
